Avg EMG - Pod01,Avg EMG - Pod02,Avg EMG - Pod03,Avg EMG - Pod04,Avg EMG - Pod05,Avg EMG - Pod06,Avg EMG - Pod07,Avg EMG - Pod08,
8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,
6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,
7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,
14,6,14,6,14,6,14,6,14,6,14,6,14,6,14,6,
15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,
35,2,35,2,35,2,35,2,35,2,35,2,35,2,35,2,
46,4,46,4,46,4,46,4,46,4,46,4,46,4,46,4,
48,48,48,48,48,48,48,48,
52,8,52,8,52,8,52,8,52,8,52,8,52,8,52,8,
54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,
38,2,38,2,38,2,38,2,38,2,38,2,38,2,38,2,
31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,
29,4,29,4,29,4,29,4,29,4,29,4,29,4,29,4,
18,2,18,2,18,2,18,2,18,2,18,2,18,2,18,2,
14,14,14,14,14,14,14,14,
7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,3,3,3,3,3,3,3,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
11,11,11,11,11,11,11,11,
21,6,21,6,21,6,21,6,21,6,21,6,21,6,21,6,
26,4,26,4,26,4,26,4,26,4,26,4,26,4,26,4,
33,6,33,6,33,6,33,6,33,6,33,6,33,6,33,6,
34,2,34,2,34,2,34,2,34,2,34,2,34,2,34,2,
34,2,34,2,34,2,34,2,34,2,34,2,34,2,34,2,
29,29,29,29,29,29,29,29,
28,28,28,28,28,28,28,28,
26,2,26,2,26,2,26,2,26,2,26,2,26,2,26,2,
33,33,33,33,33,33,33,33,
34,6,34,6,34,6,34,6,34,6,34,6,34,6,34,6,
35,35,35,35,35,35,35,35,
31,8,31,8,31,8,31,8,31,8,31,8,31,8,31,8,
33,8,33,8,33,8,33,8,33,8,33,8,33,8,33,8,
25,8,25,8,25,8,25,8,25,8,25,8,25,8,25,8,
20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,
16,4,16,4,16,4,16,4,16,4,16,4,16,4,16,4,
14,8,14,8,14,8,14,8,14,8,14,8,14,8,14,8,
7,7,7,7,7,7,7,7,
5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,4,4,4,4,4,4,4,
4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,
5,8,5,8,5,8,5,8,5,8,5,8,5,8,5,8,
6,6,6,6,6,6,6,6,
4,4,4,4,4,4,4,4,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,1,1,1,1,1,1,1,
0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,3,3,3,3,3,3,3,
4,4,4,4,4,4,4,4,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
5,5,5,5,5,5,5,5,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,3,3,3,3,3,3,3,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,
19,6,19,6,19,6,19,6,19,6,19,6,19,6,19,6,
25,2,25,2,25,2,25,2,25,2,25,2,25,2,25,2,
36,8,36,8,36,8,36,8,36,8,36,8,36,8,36,8,
54,8,54,8,54,8,54,8,54,8,54,8,54,8,54,8,
54,4,54,4,54,4,54,4,54,4,54,4,54,4,54,4,
52,8,52,8,52,8,52,8,52,8,52,8,52,8,52,8,
50,50,50,50,50,50,50,50,
45,2,45,2,45,2,45,2,45,2,45,2,45,2,45,2,
33,2,33,2,33,2,33,2,33,2,33,2,33,2,33,2,
37,4,37,4,37,4,37,4,37,4,37,4,37,4,37,4,
47,2,47,2,47,2,47,2,47,2,47,2,47,2,47,2,
54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,
55,6,55,6,55,6,55,6,55,6,55,6,55,6,55,6,
52,52,52,52,52,52,52,52,
47,4,47,4,47,4,47,4,47,4,47,4,47,4,47,4,
39,39,39,39,39,39,39,39,
36,36,36,36,36,36,36,36,
37,2,37,2,37,2,37,2,37,2,37,2,37,2,37,2,
53,8,53,8,53,8,53,8,53,8,53,8,53,8,53,8,
60,60,60,60,60,60,60,60,
54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,
48,2,48,2,48,2,48,2,48,2,48,2,48,2,48,2,
42,2,42,2,42,2,42,2,42,2,42,2,42,2,42,2,
33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,
22,8,22,8,22,8,22,8,22,8,22,8,22,8,22,8,
19,6,19,6,19,6,19,6,19,6,19,6,19,6,19,6,
18,8,18,8,18,8,18,8,18,8,18,8,18,8,18,8,
15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,
5,5,5,5,5,5,5,5,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
3,3,3,3,3,3,3,3,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,4,4,4,4,4,4,4,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,3,3,3,3,3,3,3,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
28,8,28,8,28,8,28,8,28,8,28,8,28,8,28,8,
41,6,41,6,41,6,41,6,41,6,41,6,41,6,41,6,
52,52,52,52,52,52,52,52,
56,2,56,2,56,2,56,2,56,2,56,2,56,2,56,2,
59,59,59,59,59,59,59,59,
44,2,44,2,44,2,44,2,44,2,44,2,44,2,44,2,
48,48,48,48,48,48,48,48,
41,2,41,2,41,2,41,2,41,2,41,2,41,2,41,2,
36,8,36,8,36,8,36,8,36,8,36,8,36,8,36,8,
43,6,43,6,43,6,43,6,43,6,43,6,43,6,43,6,
34,8,34,8,34,8,34,8,34,8,34,8,34,8,34,8,
17,8,17,8,17,8,17,8,17,8,17,8,17,8,17,8,
23,8,23,8,23,8,23,8,23,8,23,8,23,8,23,8,
28,4,28,4,28,4,28,4,28,4,28,4,28,4,28,4,
20,20,20,20,20,20,20,20,
19,4,19,4,19,4,19,4,19,4,19,4,19,4,19,4,
35,6,35,6,35,6,35,6,35,6,35,6,35,6,35,6,
30,6,30,6,30,6,30,6,30,6,30,6,30,6,30,6,
28,8,28,8,28,8,28,8,28,8,28,8,28,8,28,8,
27,8,27,8,27,8,27,8,27,8,27,8,27,8,27,8,
29,29,29,29,29,29,29,29,
15,15,15,15,15,15,15,15,
13,4,13,4,13,4,13,4,13,4,13,4,13,4,13,4,
9,9,9,9,9,9,9,9,
9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,
8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,
6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,
4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,
6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,
5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,
5,5,5,5,5,5,5,5,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,3,3,3,3,3,3,3,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,2,2,2,2,2,2,2,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,
6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,
6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,
8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,
25,4,25,4,25,4,25,4,25,4,25,4,25,4,25,4,
43,8,43,8,43,8,43,8,43,8,43,8,43,8,43,8,
60,8,60,8,60,8,60,8,60,8,60,8,60,8,60,8,
65,2,65,2,65,2,65,2,65,2,65,2,65,2,65,2,
87,8,87,8,87,8,87,8,87,8,87,8,87,8,87,8,
73,2,73,2,73,2,73,2,73,2,73,2,73,2,73,2,
60,2,60,2,60,2,60,2,60,2,60,2,60,2,60,2,
56,2,56,2,56,2,56,2,56,2,56,2,56,2,56,2,
67,4,67,4,67,4,67,4,67,4,67,4,67,4,67,4,
44,44,44,44,44,44,44,44,
44,6,44,6,44,6,44,6,44,6,44,6,44,6,44,6,
40,6,40,6,40,6,40,6,40,6,40,6,40,6,40,6,
29,6,29,6,29,6,29,6,29,6,29,6,29,6,29,6,
15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,
15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,
18,2,18,2,18,2,18,2,18,2,18,2,18,2,18,2,
21,2,21,2,21,2,21,2,21,2,21,2,21,2,21,2,
19,2,19,2,19,2,19,2,19,2,19,2,19,2,19,2,
17,8,17,8,17,8,17,8,17,8,17,8,17,8,17,8,
16,6,16,6,16,6,16,6,16,6,16,6,16,6,16,6,
12,12,12,12,12,12,12,12,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
4,4,4,4,4,4,4,4,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
25,25,25,25,25,25,25,25,
38,2,38,2,38,2,38,2,38,2,38,2,38,2,38,2,
44,4,44,4,44,4,44,4,44,4,44,4,44,4,44,4,
44,8,44,8,44,8,44,8,44,8,44,8,44,8,44,8,
57,2,57,2,57,2,57,2,57,2,57,2,57,2,57,2,
61,8,61,8,61,8,61,8,61,8,61,8,61,8,61,8,
55,4,55,4,55,4,55,4,55,4,55,4,55,4,55,4,
69,4,69,4,69,4,69,4,69,4,69,4,69,4,69,4,
68,4,68,4,68,4,68,4,68,4,68,4,68,4,68,4,
53,4,53,4,53,4,53,4,53,4,53,4,53,4,53,4,
30,8,30,8,30,8,30,8,30,8,30,8,30,8,30,8,
27,4,27,4,27,4,27,4,27,4,27,4,27,4,27,4,
31,31,31,31,31,31,31,31,
38,4,38,4,38,4,38,4,38,4,38,4,38,4,38,4,
59,6,59,6,59,6,59,6,59,6,59,6,59,6,59,6,
64,2,64,2,64,2,64,2,64,2,64,2,64,2,64,2,
79,8,79,8,79,8,79,8,79,8,79,8,79,8,79,8,
55,6,55,6,55,6,55,6,55,6,55,6,55,6,55,6,
49,49,49,49,49,49,49,49,
30,2,30,2,30,2,30,2,30,2,30,2,30,2,30,2,
28,2,28,2,28,2,28,2,28,2,28,2,28,2,28,2,
12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,
12,12,12,12,12,12,12,12,
11,6,11,6,11,6,11,6,11,6,11,6,11,6,11,6,
8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,
6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
11,2,11,2,11,2,11,2,11,2,11,2,11,2,11,2,
12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
21,21,21,21,21,21,21,21,
22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,
22,8,22,8,22,8,22,8,22,8,22,8,22,8,22,8,
16,2,16,2,16,2,16,2,16,2,16,2,16,2,16,2,
16,2,16,2,16,2,16,2,16,2,16,2,16,2,16,2,
15,2,15,2,15,2,15,2,15,2,15,2,15,2,15,2,
15,2,15,2,15,2,15,2,15,2,15,2,15,2,15,2,
22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,
25,6,25,6,25,6,25,6,25,6,25,6,25,6,25,6,
26,6,26,6,26,6,26,6,26,6,26,6,26,6,26,6,
20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,
26,4,26,4,26,4,26,4,26,4,26,4,26,4,26,4,
37,2,37,2,37,2,37,2,37,2,37,2,37,2,37,2,
39,4,39,4,39,4,39,4,39,4,39,4,39,4,39,4,
41,2,41,2,41,2,41,2,41,2,41,2,41,2,41,2,
42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,
46,2,46,2,46,2,46,2,46,2,46,2,46,2,46,2,
34,2,34,2,34,2,34,2,34,2,34,2,34,2,34,2,
51,4,51,4,51,4,51,4,51,4,51,4,51,4,51,4,
48,4,48,4,48,4,48,4,48,4,48,4,48,4,48,4,
45,6,45,6,45,6,45,6,45,6,45,6,45,6,45,6,
35,8,35,8,35,8,35,8,35,8,35,8,35,8,35,8,
33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,
13,2,13,2,13,2,13,2,13,2,13,2,13,2,13,2,
13,6,13,6,13,6,13,6,13,6,13,6,13,6,13,6,
23,23,23,23,23,23,23,23,
21,8,21,8,21,8,21,8,21,8,21,8,21,8,21,8,
17,4,17,4,17,4,17,4,17,4,17,4,17,4,17,4,
19,19,19,19,19,19,19,19,
20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,
11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,
12,2,12,2,12,2,12,2,12,2,12,2,12,2,12,2,
12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
3,3,3,3,3,3,3,3,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,2,2,2,2,2,2,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,3,3,3,3,3,3,3,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
5,5,5,5,5,5,5,5,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
4,4,4,4,4,4,4,4,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
4,4,4,4,4,4,4,4,
3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,
4,4,4,4,4,4,4,4,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,4,4,4,4,4,4,4,
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,
4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
5,5,5,5,5,5,5,5,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
4,4,4,4,4,4,4,4,
5,5,5,5,5,5,5,5,
4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,
4,4,4,4,4,4,4,4,
4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,
5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,
6,6,6,6,6,6,6,6,
8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,
8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,
11,2,11,2,11,2,11,2,11,2,11,2,11,2,11,2,
10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,6,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
6,6,6,6,6,6,6,6,
6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,
9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,
11,2,11,2,11,2,11,2,11,2,11,2,11,2,11,2,
12,2,12,2,12,2,12,2,12,2,12,2,12,2,12,2,
14,14,14,14,14,14,14,14,
9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,
14,4,14,4,14,4,14,4,14,4,14,4,14,4,14,4,
13,4,13,4,13,4,13,4,13,4,13,4,13,4,13,4,
11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,
13,8,13,8,13,8,13,8,13,8,13,8,13,8,13,8,
14,14,14,14,14,14,14,14,
13,6,13,6,13,6,13,6,13,6,13,6,13,6,13,6,
13,6,13,6,13,6,13,6,13,6,13,6,13,6,13,6,
12,8,12,8,12,8,12,8,12,8,12,8,12,8,12,8,
13,2,13,2,13,2,13,2,13,2,13,2,13,2,13,2,
