Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
-4,-2,-8,-5,-10,-9,-14,-4,2020-10-21 18:12:47.852
-4,-2,-8,-5,-10,-9,-14,-1,2020-10-21 18:12:47.859
3,11,-1,-8,-3,-14,1,-2,2020-10-21 18:12:47.864
3,34,-5,6,4,0,-15,-2,2020-10-21 18:12:47.870
3,34,-5,6,4,0,-15,7,2020-10-21 18:12:47.877
5,-1,12,6,1,8,41,11,2020-10-21 18:12:47.887
3,-16,-4,-8,1,10,52,11,2020-10-21 18:12:47.894
3,-16,-4,-8,1,10,52,-7,2020-10-21 18:12:47.900
5,28,13,2,1,3,-17,3,2020-10-21 18:12:47.909
4,13,0,-2,2,4,-1,3,2020-10-21 18:12:47.917
4,13,0,-2,2,4,-1,-4,2020-10-21 18:12:47.924
3,14,13,6,0,0,-21,4,2020-10-21 18:12:47.934
-4,2,-5,8,9,-13,46,-11,2020-10-21 18:12:47.942
-11,-14,-22,1,-3,-23,-32,1,2020-10-21 18:12:47.949
4,-6,25,-2,15,13,6,1,2020-10-21 18:12:47.963
4,-6,25,-2,15,13,6,-1,2020-10-21 18:12:47.975
1,11,27,16,5,-10,-32,-1,2020-10-21 18:12:47.985
1,11,27,16,5,-10,-32,-3,2020-10-21 18:12:47.992
-12,-37,-22,-13,-8,3,4,-4,2020-10-21 18:12:48.004
-6,-30,-18,-3,-14,-4,-8,-6,2020-10-21 18:12:48.012
-9,-32,-25,6,-13,-4,-29,-1,2020-10-21 18:12:48.026
-7,-14,-9,-11,-2,-11,11,3,2020-10-21 18:12:48.034
9,-16,-5,-5,5,-18,12,15,2020-10-21 18:12:48.041
12,-3,11,10,8,5,30,-2,2020-10-21 18:12:48.048
4,23,0,-1,1,-7,-3,-4,2020-10-21 18:12:48.060
3,5,0,7,-10,4,-28,-5,2020-10-21 18:12:48.066
-4,-9,-4,-5,-3,5,2,-5,2020-10-21 18:12:48.076
-4,-9,-4,-5,-3,5,2,-5,2020-10-21 18:12:48.083
-5,-14,-7,-9,0,8,4,-1,2020-10-21 18:12:48.099
-5,12,5,7,1,5,4,4,2020-10-21 18:12:48.106
3,7,12,-9,-18,-13,-6,4,2020-10-21 18:12:48.115
3,7,12,-9,-18,-13,-6,4,2020-10-21 18:12:48.126
3,7,12,-9,-18,-13,-6,-2,2020-10-21 18:12:48.133
3,38,15,-4,-1,7,1,-3,2020-10-21 18:12:48.151
-2,-15,1,5,0,-4,-2,-4,2020-10-21 18:12:48.159
-4,-6,-9,-11,-1,-1,-3,-5,2020-10-21 18:12:48.170
1,8,5,-2,-11,-8,-9,-5,2020-10-21 18:12:48.184
1,8,5,-2,-11,-8,-9,-6,2020-10-21 18:12:48.203
-8,-12,-3,2,4,3,-5,4,2020-10-21 18:12:48.212
7,-10,34,7,13,6,5,-5,2020-10-21 18:12:48.228
-10,-17,19,1,0,-2,-1,0,2020-10-21 18:12:48.235
-2,-13,-8,6,-6,-2,-4,0,2020-10-21 18:12:48.241
-6,-9,1,-10,1,-7,-7,0,2020-10-21 18:12:48.248
-6,-9,1,-10,1,-7,-7,-3,2020-10-21 18:12:48.254
-3,-6,18,10,4,1,1,-3,2020-10-21 18:12:48.261
-6,-15,-43,6,-2,-1,-1,7,2020-10-21 18:12:48.268
4,11,11,5,4,7,5,7,2020-10-21 18:12:48.275
4,11,11,5,4,7,5,0,2020-10-21 18:12:48.281
5,36,17,2,-2,-5,-4,-8,2020-10-21 18:12:48.290
-5,-4,-22,0,-3,-1,-4,-8,2020-10-21 18:12:48.301
-5,-4,-22,0,-3,-1,-4,1,2020-10-21 18:12:48.309
-1,4,28,-9,7,8,7,-11,2020-10-21 18:12:48.315
-13,-8,-4,4,2,-5,-9,0,2020-10-21 18:12:48.321
2,9,3,-5,-9,-1,-2,0,2020-10-21 18:12:48.329
2,9,3,-5,-9,-1,-2,0,2020-10-21 18:12:48.336
2,9,3,-5,-9,-1,-2,3,2020-10-21 18:12:48.350
15,13,-1,0,-4,4,6,-7,2020-10-21 18:12:48.358
-10,-14,-28,4,1,-4,-17,8,2020-10-21 18:12:48.364
7,1,-1,3,-4,1,7,8,2020-10-21 18:12:48.371
7,1,-1,3,-4,1,7,1,2020-10-21 18:12:48.377
0,0,1,-8,0,2,-2,0,2020-10-21 18:12:48.382
-4,-4,-4,-3,2,-4,-4,0,2020-10-21 18:12:48.389
-4,-4,-4,-3,2,-4,-4,0,2020-10-21 18:12:48.397
-4,-4,-4,-3,2,-4,-4,-2,2020-10-21 18:12:48.403
-4,-4,-10,-2,2,-2,-6,-4,2020-10-21 18:12:48.410
-3,-6,-19,-6,3,1,2,-4,2020-10-21 18:12:48.416
-3,-6,-19,-6,3,1,2,2,2020-10-21 18:12:48.423
8,35,24,3,2,2,3,2,2020-10-21 18:12:48.432
8,35,24,3,2,2,3,-3,2020-10-21 18:12:48.438
-4,21,-12,-4,-7,-1,3,-3,2020-10-21 18:12:48.447
-4,21,-12,-4,-7,-1,3,3,2020-10-21 18:12:48.456
4,-8,-11,2,3,5,8,-2,2020-10-21 18:12:48.462
-5,-6,8,-17,-2,-2,0,-2,2020-10-21 18:12:48.469
2,8,3,4,-2,-3,-3,-2,2020-10-21 18:12:48.476
2,8,3,4,-2,-3,-3,-1,2020-10-21 18:12:48.482
-2,-18,1,0,2,0,0,-1,2020-10-21 18:12:48.489
-2,-18,1,0,2,0,0,0,2020-10-21 18:12:48.496
-4,-9,-1,-6,-3,1,2,-8,2020-10-21 18:12:48.512
-14,14,3,-3,-4,-9,-10,5,2020-10-21 18:12:48.518
4,-33,-5,11,14,3,2,3,2020-10-21 18:12:48.525
7,11,0,-8,-2,3,4,3,2020-10-21 18:12:48.532
7,11,0,-8,-2,3,4,3,2020-10-21 18:12:48.538
7,11,0,-8,-2,3,4,3,2020-10-21 18:12:48.545
2,-3,4,5,2,2,3,3,2020-10-21 18:12:48.551
2,-3,4,5,2,2,3,-2,2020-10-21 18:12:48.558
2,-2,1,4,-3,-1,-2,-1,2020-10-21 18:12:48.564
-1,-6,-8,-3,-2,1,0,-1,2020-10-21 18:12:48.570
-1,-6,-8,-3,-2,1,0,-1,2020-10-21 18:12:48.578
-1,-6,-8,-3,-2,1,0,-4,2020-10-21 18:12:48.584
0,-8,5,-3,0,-3,0,-4,2020-10-21 18:12:48.591
0,-8,5,-3,0,-3,0,-4,2020-10-21 18:12:48.597
0,-8,5,-3,0,-3,0,2,2020-10-21 18:12:48.608
0,2,3,13,3,2,1,2,2020-10-21 18:12:48.614
0,2,3,13,3,2,1,-5,2020-10-21 18:12:48.622
-4,-13,-8,-3,-4,-4,-6,2,2020-10-21 18:12:48.628
0,3,3,-10,0,2,3,2,2020-10-21 18:12:48.635
0,3,3,-10,0,2,3,-1,2020-10-21 18:12:48.640
-5,-26,-4,6,-1,-1,2,4,2020-10-21 18:12:48.652
3,-7,-1,-1,0,3,-5,4,2020-10-21 18:12:48.658
3,-7,-1,-1,0,3,-5,5,2020-10-21 18:12:48.663
5,19,31,7,-4,2,7,5,2020-10-21 18:12:48.670
5,19,31,7,-4,2,7,2,2020-10-21 18:12:48.676
2,11,5,-1,5,6,10,2,2020-10-21 18:12:48.681
2,11,5,-1,5,6,10,-3,2020-10-21 18:12:48.687
-4,-39,-22,1,-7,-5,-8,-3,2020-10-21 18:12:48.694
-4,-39,-22,1,-7,-5,-8,-2,2020-10-21 18:12:48.700
-3,-23,-8,-3,0,-3,-4,0,2020-10-21 18:12:48.710
-1,-2,-10,1,-1,-1,2,0,2020-10-21 18:12:48.716
-1,-2,-10,1,-1,-1,2,0,2020-10-21 18:12:48.722
-1,-2,-10,1,-1,-1,2,0,2020-10-21 18:12:48.729
-1,-2,-10,1,-1,-1,2,3,2020-10-21 18:12:48.735
9,-14,7,21,4,-1,0,3,2020-10-21 18:12:48.741
9,-14,7,21,4,-1,0,0,2020-10-21 18:12:48.748
-3,-5,-5,4,4,0,-1,0,2020-10-21 18:12:48.754
-3,-5,-5,4,4,0,-1,0,2020-10-21 18:12:48.759
0,14,18,0,6,-2,0,-1,2020-10-21 18:12:48.765
-1,5,-2,6,6,1,0,-1,2020-10-21 18:12:48.771
-1,5,-2,6,6,1,0,-1,2020-10-21 18:12:48.777
-1,5,-2,6,6,1,0,-6,2020-10-21 18:12:48.783
-8,-22,-32,-13,-8,-4,-5,-1,2020-10-21 18:12:48.789
6,35,8,-2,4,2,3,0,2020-10-21 18:12:48.795
0,7,3,-6,-1,-2,-2,0,2020-10-21 18:12:48.801
0,7,3,-6,-1,-2,-2,1,2020-10-21 18:12:48.808
0,-2,-2,-3,-1,3,3,1,2020-10-21 18:12:48.814
0,-2,-2,-3,-1,3,3,-6,2020-10-21 18:12:48.819
-9,7,-25,-18,-9,-8,-6,-4,2020-10-21 18:12:48.825
-4,-19,-27,-5,-1,-3,-3,-4,2020-10-21 18:12:48.832
-4,-19,-27,-5,-1,-3,-3,-4,2020-10-21 18:12:48.837
-4,-19,-27,-5,-1,-3,-3,2,2020-10-21 18:12:48.844
2,7,31,7,3,5,5,1,2020-10-21 18:12:48.850
0,11,0,-3,1,0,2,2,2020-10-21 18:12:48.856
4,-16,-7,-4,-3,-1,-1,-7,2020-10-21 18:12:48.862
-21,-32,-21,-3,-5,-3,-3,-7,2020-10-21 18:12:48.868
-21,-32,-21,-3,-5,-3,-3,-7,2020-10-21 18:12:48.874
-21,-32,-21,-3,-5,-3,-3,-4,2020-10-21 18:12:48.880
7,-27,-30,-8,-5,-4,-5,4,2020-10-21 18:12:48.886
15,2,-6,12,8,-1,0,4,2020-10-21 18:12:48.893
15,2,-6,12,8,-1,0,-10,2020-10-21 18:12:48.899
-16,-10,1,-1,-4,-1,-1,-6,2020-10-21 18:12:48.905
-17,10,12,-17,-10,-1,-4,4,2020-10-21 18:12:48.915
5,36,35,-6,-6,2,3,2,2020-10-21 18:12:48.927
12,17,11,4,-2,0,0,-5,2020-10-21 18:12:48.933
-18,-18,-13,-4,0,-5,-1,-7,2020-10-21 18:12:48.939
-17,-15,5,-1,0,-6,-3,0,2020-10-21 18:12:48.945
10,17,2,3,12,0,-1,0,2020-10-21 18:12:48.951
10,17,2,3,12,0,-1,0,2020-10-21 18:12:48.957
10,17,2,3,12,0,-1,2,2020-10-21 18:12:48.963
2,-2,-3,0,-2,0,1,1,2020-10-21 18:12:48.969
7,0,4,-2,-6,-2,-1,1,2020-10-21 18:12:48.976
7,0,4,-2,-6,-2,-1,1,2020-10-21 18:12:48.982
7,0,4,-2,-6,-2,-1,5,2020-10-21 18:12:48.988
-2,-11,15,1,1,2,2,5,2020-10-21 18:12:48.995
-2,-11,15,1,1,2,2,3,2020-10-21 18:12:49.000
6,-14,1,3,5,1,0,-2,2020-10-21 18:12:49.006
-4,-11,-14,1,6,0,0,-2,2020-10-21 18:12:49.013
-4,-11,-14,1,6,0,0,-2,2020-10-21 18:12:49.019
-4,1,-2,4,3,-1,-2,-2,2020-10-21 18:12:49.025
-4,1,-2,4,3,-1,-2,8,2020-10-21 18:12:49.031
11,28,17,-16,-6,1,3,8,2020-10-21 18:12:49.037
11,28,17,-16,-6,1,3,-2,2020-10-21 18:12:49.043
1,2,15,4,0,-1,0,-2,2020-10-21 18:12:49.050
1,2,15,4,0,-1,0,-2,2020-10-21 18:12:49.055
1,2,15,4,0,-1,0,-2,2020-10-21 18:12:49.061
3,12,1,1,3,-3,-4,1,2020-10-21 18:12:49.067
-5,-14,-10,5,7,2,1,1,2020-10-21 18:12:49.073
-5,-14,-10,5,7,2,1,1,2020-10-21 18:12:49.080
-5,-14,-10,5,7,2,1,-9,2020-10-21 18:12:49.086
-16,-15,-25,1,-2,-4,-6,-1,2020-10-21 18:12:49.092
-5,-11,-17,-2,-4,0,-1,-1,2020-10-21 18:12:49.099
-5,-11,-17,-2,-4,0,-1,-7,2020-10-21 18:12:49.105
-8,-21,-16,-5,-5,-3,-5,-7,2020-10-21 18:12:49.112
-8,-21,-16,-5,-5,-3,-5,1,2020-10-21 18:12:49.123
1,4,0,7,-7,-8,-6,1,2020-10-21 18:12:49.129
4,-3,-2,-3,0,1,0,1,2020-10-21 18:12:49.135
4,-3,-2,-3,0,1,0,-8,2020-10-21 18:12:49.140
-12,-15,-5,-15,-3,0,-1,-6,2020-10-21 18:12:49.146
1,12,0,4,-3,-3,-4,-6,2020-10-21 18:12:49.152
1,12,0,4,-3,-3,-4,-6,2020-10-21 18:12:49.159
1,12,0,4,-3,-3,-4,-1,2020-10-21 18:12:49.165
1,20,11,7,-5,0,1,-1,2020-10-21 18:12:49.172
1,20,11,7,-5,0,1,-2,2020-10-21 18:12:49.178
-15,-16,-14,-1,-7,-2,-2,3,2020-10-21 18:12:49.183
2,-6,2,-9,-1,1,1,3,2020-10-21 18:12:49.190
2,-6,2,-9,-1,1,1,3,2020-10-21 18:12:49.196
2,-6,2,-9,-1,1,1,4,2020-10-21 18:12:49.208
7,5,1,3,2,1,1,-8,2020-10-21 18:12:49.214
-6,-3,-12,-1,2,-1,-6,-8,2020-10-21 18:12:49.220
-6,-3,-12,-1,2,-1,-6,1,2020-10-21 18:12:49.226
8,17,2,5,0,1,1,1,2020-10-21 18:12:49.232
8,17,2,5,0,1,1,5,2020-10-21 18:12:49.238
2,-34,-18,-15,3,3,2,4,2020-10-21 18:12:49.244
5,3,6,6,2,-1,2,4,2020-10-21 18:12:49.250
5,3,6,6,2,-1,2,4,2020-10-21 18:12:49.257
5,3,6,6,2,-1,2,-1,2020-10-21 18:12:49.262
-2,8,12,-3,-5,-1,0,0,2020-10-21 18:12:49.269
-3,-20,-7,-16,-3,0,0,0,2020-10-21 18:12:49.275
-3,-20,-7,-16,-3,0,0,0,2020-10-21 18:12:49.281
-3,-20,-7,-16,-3,0,0,-2,2020-10-21 18:12:49.287
4,15,8,-1,-5,-3,-1,-2,2020-10-21 18:12:49.294
4,15,8,-1,-5,-3,-1,-2,2020-10-21 18:12:49.300
-3,16,-2,-4,-4,-1,-1,2,2020-10-21 18:12:49.305
4,-28,-34,-6,-2,-3,-1,2,2020-10-21 18:12:49.312
4,-28,-34,-6,-2,-3,-1,2,2020-10-21 18:12:49.318
4,-28,-34,-6,-2,-3,-1,-3,2020-10-21 18:12:49.327
0,21,14,-12,-3,-1,-2,-1,2020-10-21 18:12:49.333
-4,8,6,3,-3,0,0,-1,2020-10-21 18:12:49.339
-4,8,6,3,-3,0,0,-1,2020-10-21 18:12:49.345
-1,3,9,5,6,0,-1,-1,2020-10-21 18:12:49.351
-1,3,9,5,6,0,-1,-5,2020-10-21 18:12:49.358
-4,-2,10,3,-1,-2,-6,1,2020-10-21 18:12:49.364
-4,9,8,-9,-8,-3,1,1,2020-10-21 18:12:49.370
-4,9,8,-9,-8,-3,1,1,2020-10-21 18:12:49.377
-4,9,8,-9,-8,-3,1,3,2020-10-21 18:12:49.383
16,7,19,6,5,3,4,-4,2020-10-21 18:12:49.389
-7,-2,-8,0,1,-1,-3,-4,2020-10-21 18:12:49.395
-7,-2,-8,0,1,-1,-3,-4,2020-10-21 18:12:49.401
-7,-2,-8,0,1,-1,-3,3,2020-10-21 18:12:49.406
1,-26,-24,1,-5,0,1,3,2020-10-21 18:12:49.412
1,-26,-24,1,-5,0,1,-5,2020-10-21 18:12:49.419
-6,-7,-4,9,-1,-1,-3,0,2020-10-21 18:12:49.426
-4,-3,1,5,6,3,0,0,2020-10-21 18:12:49.433
-4,-3,1,5,6,3,0,3,2020-10-21 18:12:49.439
1,-10,-11,5,3,2,1,3,2020-10-21 18:12:49.445
1,-10,-11,5,3,2,1,0,2020-10-21 18:12:49.451
-4,-8,4,2,-1,0,0,0,2020-10-21 18:12:49.457
-4,-8,4,2,-1,0,0,4,2020-10-21 18:12:49.463
6,15,25,19,14,2,4,4,2020-10-21 18:12:49.469
6,15,25,19,14,2,4,4,2020-10-21 18:12:49.475
6,15,25,19,14,2,4,4,2020-10-21 18:12:49.481
3,-4,-12,-13,-14,-3,1,-1,2020-10-21 18:12:49.493
4,-12,8,3,-2,-2,-1,0,2020-10-21 18:12:49.500
2,43,-4,-5,0,0,0,0,2020-10-21 18:12:49.508
2,43,-4,-5,0,0,0,-1,2020-10-21 18:12:49.514
4,4,1,-5,0,0,1,-1,2020-10-21 18:12:49.520
4,4,1,-5,0,0,1,-5,2020-10-21 18:12:49.531
-5,18,-1,-8,-3,-6,-8,-6,2020-10-21 18:12:49.537
-9,-11,-15,-2,3,-3,-2,-6,2020-10-21 18:12:49.543
-9,-11,-15,-2,3,-3,-2,-7,2020-10-21 18:12:49.549
-18,-25,-13,-17,-7,-3,-1,-7,2020-10-21 18:12:49.555
-18,-25,-13,-17,-7,-3,-1,3,2020-10-21 18:12:49.562
3,5,29,-2,2,4,0,0,2020-10-21 18:12:49.568
17,5,-6,-3,-4,0,-3,0,2020-10-21 18:12:49.574
17,5,-6,-3,-4,0,-3,0,2020-10-21 18:12:49.581
17,5,-6,-3,-4,0,-3,-2,2020-10-21 18:12:49.586
-1,-21,-20,-7,0,0,-3,-2,2020-10-21 18:12:49.593
-1,-21,-20,-7,0,0,-3,-1,2020-10-21 18:12:49.599
2,14,10,5,0,1,1,3,2020-10-21 18:12:49.604
0,6,21,-12,0,1,2,3,2020-10-21 18:12:49.611
0,6,21,-12,0,1,2,3,2020-10-21 18:12:49.617
0,6,21,-12,0,1,2,-2,2020-10-21 18:12:49.623
-1,-1,-11,12,-4,1,-4,-1,2020-10-21 18:12:49.629
-9,12,13,9,5,0,-2,-1,2020-10-21 18:12:49.635
-9,12,13,9,5,0,-2,-1,2020-10-21 18:12:49.641
-9,12,13,9,5,0,-2,0,2020-10-21 18:12:49.648
4,15,-5,7,-3,1,0,0,2020-10-21 18:12:49.653
4,15,-5,7,-3,1,0,1,2020-10-21 18:12:49.660
2,-3,-5,-12,-3,-2,-3,4,2020-10-21 18:12:49.666
1,6,4,4,0,0,3,4,2020-10-21 18:12:49.672
1,6,4,4,0,0,3,4,2020-10-21 18:12:49.678
1,6,4,4,0,0,3,-3,2020-10-21 18:12:49.684
1,-4,-4,3,5,-2,-2,-3,2020-10-21 18:12:49.690
-13,0,-25,-1,8,0,0,-3,2020-10-21 18:12:49.697
-13,0,-25,-1,8,0,0,-1,2020-10-21 18:12:49.703
0,-10,0,-11,-4,-3,-2,-1,2020-10-21 18:12:49.710
0,-10,0,-11,-4,-3,-2,2,2020-10-21 18:12:49.715
3,-26,1,5,3,3,1,2,2020-10-21 18:12:49.721
-3,-5,0,0,4,3,2,-2,2020-10-21 18:12:49.731
-1,7,3,-2,-4,-2,0,-2,2020-10-21 18:12:49.737
-1,7,3,-2,-4,-2,0,-1,2020-10-21 18:12:49.743
-3,3,14,1,-3,-2,-2,-4,2020-10-21 18:12:49.750
-1,-15,-13,0,-3,-4,-2,-4,2020-10-21 18:12:49.755
-1,-15,-13,0,-3,-4,-2,-4,2020-10-21 18:12:49.762
-1,-15,-13,0,-3,-4,-2,2,2020-10-21 18:12:49.768
1,-33,1,1,-2,-3,1,2,2020-10-21 18:12:49.774
1,-33,1,1,-2,-3,1,0,2020-10-21 18:12:49.786
