Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
4,-22,7,38,7,13,-4,0,2020-11-12 21:46:46.288
-24,-23,-9,-16,-2,11,-47,-42,2020-11-12 21:46:46.294
8,22,18,-1,0,8,65,19,2020-11-12 21:46:46.301
8,22,18,-1,0,8,65,19,2020-11-12 21:46:46.307
-2,-2,8,11,7,2,68,76,2020-11-12 21:46:46.313
-28,-14,7,17,19,33,25,-33,2020-11-12 21:46:46.321
-28,-14,7,17,19,33,25,-33,2020-11-12 21:46:46.326
-17,-14,-5,-16,-6,-14,47,26,2020-11-12 21:46:46.332
-17,-14,-5,-16,-6,-14,47,26,2020-11-12 21:46:46.338
10,6,4,-8,-31,11,-19,53,2020-11-12 21:46:46.343
10,6,4,-8,-31,11,-19,53,2020-11-12 21:46:46.350
-15,4,11,6,-4,-8,74,-26,2020-11-12 21:46:46.356
-12,-5,-7,-9,-2,-49,-31,-65,2020-11-12 21:46:46.362
-2,-6,10,-14,-36,38,84,53,2020-11-12 21:46:46.368
-2,-6,10,-14,-36,38,84,53,2020-11-12 21:46:46.374
15,7,6,9,9,-14,23,6,2020-11-12 21:46:46.381
15,7,6,9,9,-14,23,6,2020-11-12 21:46:46.387
7,16,3,14,4,-7,-72,-37,2020-11-12 21:46:46.402
16,6,20,-40,-27,53,27,26,2020-11-12 21:46:46.407
-9,0,-8,-27,-16,-7,-42,-27,2020-11-12 21:46:46.413
-3,10,-18,-17,2,0,6,14,2020-11-12 21:46:46.419
-3,10,-18,-17,2,0,6,14,2020-11-12 21:46:46.425
-3,10,-18,-17,2,0,6,14,2020-11-12 21:46:46.432
-6,-7,-6,9,14,10,-16,-21,2020-11-12 21:46:46.437
-6,-7,-6,9,14,10,-16,-21,2020-11-12 21:46:46.442
-6,-7,-6,9,14,10,-16,-21,2020-11-12 21:46:46.449
-10,-10,-1,-2,-6,-35,-56,15,2020-11-12 21:46:46.455
-3,-1,1,-5,-6,-40,52,4,2020-11-12 21:46:46.461
-3,-1,1,-5,-6,-40,52,4,2020-11-12 21:46:46.467
-3,-1,1,-5,-6,-40,52,4,2020-11-12 21:46:46.473
15,41,-8,43,26,25,35,15,2020-11-12 21:46:46.478
15,41,-8,43,26,25,35,15,2020-11-12 21:46:46.485
6,-3,-12,11,43,-5,22,-4,2020-11-12 21:46:46.490
-11,-16,10,-6,-22,-5,-42,-7,2020-11-12 21:46:46.496
-11,-16,10,-6,-22,-5,-42,-7,2020-11-12 21:46:46.503
-11,-16,10,-6,-22,-5,-42,-7,2020-11-12 21:46:46.509
11,10,6,31,45,0,37,10,2020-11-12 21:46:46.516
11,12,-3,13,-18,1,15,-5,2020-11-12 21:46:46.522
11,12,-3,13,-18,1,15,-5,2020-11-12 21:46:46.527
11,12,-3,13,-18,1,15,-5,2020-11-12 21:46:46.533
-3,-12,41,21,10,6,-34,-1,2020-11-12 21:46:46.539
-3,-12,41,21,10,6,-34,-1,2020-11-12 21:46:46.545
7,-6,-15,-36,-10,34,61,4,2020-11-12 21:46:46.552
-12,-17,-32,-43,-17,1,-24,-23,2020-11-12 21:46:46.557
-12,-17,-32,-43,-17,1,-24,-23,2020-11-12 21:46:46.563
-12,-17,-32,-43,-17,1,-24,-23,2020-11-12 21:46:46.570
-1,-3,-27,19,27,10,4,-6,2020-11-12 21:46:46.578
-11,-15,24,9,-3,-111,-33,-5,2020-11-12 21:46:46.585
-11,-15,24,9,-3,-111,-33,-5,2020-11-12 21:46:46.592
2,11,-4,-5,-8,-17,-31,-1,2020-11-12 21:46:46.608
-11,-3,15,7,7,-24,-32,-24,2020-11-12 21:46:46.615
20,17,0,13,14,33,84,43,2020-11-12 21:46:46.623
20,17,0,13,14,33,84,43,2020-11-12 21:46:46.629
13,2,15,3,-32,25,100,18,2020-11-12 21:46:46.636
3,22,12,1,15,11,-32,-30,2020-11-12 21:46:46.642
3,22,12,1,15,11,-32,-30,2020-11-12 21:46:46.658
-8,-17,-17,-7,12,17,46,22,2020-11-12 21:46:46.675
-7,-12,-5,-1,-8,-2,-30,-18,2020-11-12 21:46:46.694
-4,-3,-7,-2,-4,13,-28,38,2020-11-12 21:46:46.714
-8,-23,-12,6,16,29,-25,-5,2020-11-12 21:46:46.739
-9,-34,-6,13,5,14,62,10,2020-11-12 21:46:46.762
-16,-1,-16,-17,-17,-42,-45,10,2020-11-12 21:46:46.786
3,7,0,21,9,2,-29,-34,2020-11-12 21:46:46.818
5,-17,-6,-50,-12,-15,-15,22,2020-11-12 21:46:46.869
-2,-1,-6,-15,15,-32,-45,-24,2020-11-12 21:46:46.891
-3,14,-26,-8,34,48,1,4,2020-11-12 21:46:46.935
6,5,-8,3,-6,-54,-18,5,2020-11-12 21:46:46.976
-2,5,15,17,9,54,97,8,2020-11-12 21:46:47.011
-2,-4,-11,-35,3,19,-46,-5,2020-11-12 21:46:47.050
10,1,-32,-32,13,16,39,29,2020-11-12 21:46:47.102
-6,-4,-4,17,-3,-18,-2,12,2020-11-12 21:46:47.137
-3,-4,12,12,5,17,27,11,2020-11-12 21:46:47.150
6,3,9,11,11,-15,35,-1,2020-11-12 21:46:47.164
-18,-6,8,-5,-18,8,38,-24,2020-11-12 21:46:47.190
-15,-8,-5,-15,-4,-54,-105,-46,2020-11-12 21:46:47.213
13,30,3,-7,5,1,-31,12,2020-11-12 21:46:47.244
13,30,3,-7,5,1,-31,12,2020-11-12 21:46:47.263
4,27,-14,10,6,6,44,16,2020-11-12 21:46:47.304
7,7,-3,-15,6,36,86,32,2020-11-12 21:46:47.314
7,7,-3,-15,6,36,86,32,2020-11-12 21:46:47.330
15,1,8,5,15,90,-2,26,2020-11-12 21:46:47.343
6,16,15,3,-18,26,-2,-19,2020-11-12 21:46:47.354
-20,-6,7,33,2,-1,66,2,2020-11-12 21:46:47.369
-20,-6,7,33,2,-1,66,2,2020-11-12 21:46:47.379
4,4,3,-13,12,41,21,-37,2020-11-12 21:46:47.389
4,4,3,-13,12,41,21,-37,2020-11-12 21:46:47.398
-19,-14,-13,-7,-19,-65,-79,-73,2020-11-12 21:46:47.405
-8,-7,3,-23,-36,-11,5,-36,2020-11-12 21:46:47.413
-9,-28,8,-24,-4,-32,43,13,2020-11-12 21:46:47.422
-9,-28,8,-24,-4,-32,43,13,2020-11-12 21:46:47.429
-6,5,24,6,12,3,-88,-35,2020-11-12 21:46:47.437
-9,-20,-17,-26,-10,-39,-41,8,2020-11-12 21:46:47.443
-9,-20,-17,-26,-10,-39,-41,8,2020-11-12 21:46:47.449
-9,-20,-17,-26,-10,-39,-41,8,2020-11-12 21:46:47.455
2,-6,-13,-72,-2,5,-27,11,2020-11-12 21:46:47.470
-7,-8,-35,-14,9,0,-34,-17,2020-11-12 21:46:47.476
8,-27,-9,33,15,15,1,19,2020-11-12 21:46:47.483
8,-27,-9,33,15,15,1,19,2020-11-12 21:46:47.489
-9,-2,-25,-7,-2,-6,-23,-14,2020-11-12 21:46:47.495
-9,-2,-25,-7,-2,-6,-23,-14,2020-11-12 21:46:47.502
-2,8,-1,27,0,-6,-44,-7,2020-11-12 21:46:47.508
-2,8,-1,27,0,-6,-44,-7,2020-11-12 21:46:47.514
13,29,17,9,0,-9,40,21,2020-11-12 21:46:47.520
13,29,17,9,0,-9,40,21,2020-11-12 21:46:47.529
3,4,8,10,-2,-20,-10,22,2020-11-12 21:46:47.535
-11,0,-8,-8,-5,-14,24,9,2020-11-12 21:46:47.542
-11,0,-8,-8,-5,-14,24,9,2020-11-12 21:46:47.546
-11,0,-8,-8,-5,-14,24,9,2020-11-12 21:46:47.554
-1,2,12,10,16,19,47,-2,2020-11-12 21:46:47.559
13,19,27,15,-16,38,30,2,2020-11-12 21:46:47.566
13,19,27,15,-16,38,30,2,2020-11-12 21:46:47.573
-11,1,-17,-7,6,-54,21,9,2020-11-12 21:46:47.580
-11,1,-17,-7,6,-54,21,9,2020-11-12 21:46:47.587
-1,-7,5,12,5,56,-56,14,2020-11-12 21:46:47.593
-20,-9,4,63,5,-9,-87,-37,2020-11-12 21:46:47.600
-20,-9,4,63,5,-9,-87,-37,2020-11-12 21:46:47.605
-20,-9,4,63,5,-9,-87,-37,2020-11-12 21:46:47.611
0,-4,-8,15,-7,-32,8,12,2020-11-12 21:46:47.618
-3,7,-5,-26,-25,61,52,-14,2020-11-12 21:46:47.624
-3,7,-5,-26,-25,61,52,-14,2020-11-12 21:46:47.629
-3,7,-5,-26,-25,61,52,-14,2020-11-12 21:46:47.636
16,40,-1,-1,44,-30,-33,13,2020-11-12 21:46:47.644
16,40,-1,-1,44,-30,-33,13,2020-11-12 21:46:47.651
-12,-23,-26,-84,-32,-9,-29,-38,2020-11-12 21:46:47.658
-4,-20,0,-50,-12,-6,-94,-13,2020-11-12 21:46:47.674
4,23,71,-23,-20,63,53,-4,2020-11-12 21:46:47.679
-9,-3,-11,-39,-44,-15,17,-5,2020-11-12 21:46:47.686
-9,-3,-11,-39,-44,-15,17,-5,2020-11-12 21:46:47.693
3,4,34,37,21,-21,-46,-10,2020-11-12 21:46:47.700
3,4,34,37,21,-21,-46,-10,2020-11-12 21:46:47.707
3,4,34,37,21,-21,-46,-10,2020-11-12 21:46:47.713
-4,-9,-2,-27,-16,-39,-18,7,2020-11-12 21:46:47.720
14,8,-3,28,42,36,39,26,2020-11-12 21:46:47.727
8,3,-10,15,-14,23,1,58,2020-11-12 21:46:47.735
8,3,-10,15,-14,23,1,58,2020-11-12 21:46:47.742
-5,2,1,-14,-40,-41,-44,-6,2020-11-12 21:46:47.748
-5,2,1,-14,-40,-41,-44,-6,2020-11-12 21:46:47.755
-4,2,-1,28,9,-1,25,-25,2020-11-12 21:46:47.763
-4,2,-1,28,9,-1,25,-25,2020-11-12 21:46:47.771
7,3,2,28,7,-4,-63,2,2020-11-12 21:46:47.778
-28,-22,-14,-7,-30,-36,-26,-53,2020-11-12 21:46:47.802
-9,-8,1,-5,-23,-7,34,5,2020-11-12 21:46:47.807
-9,-8,1,-5,-23,-7,34,5,2020-11-12 21:46:47.813
-9,-8,1,-5,-23,-7,34,5,2020-11-12 21:46:47.821
-13,-6,-16,-38,-6,-33,-55,-36,2020-11-12 21:46:47.828
10,6,-5,-18,15,-1,2,-20,2020-11-12 21:46:47.835
10,8,11,19,17,14,-22,0,2020-11-12 21:46:47.841
10,8,11,19,17,14,-22,0,2020-11-12 21:46:47.849
1,-3,1,-2,-24,-37,-90,-12,2020-11-12 21:46:47.855
-2,-3,0,24,-2,-15,-34,-18,2020-11-12 21:46:47.861
-2,-3,0,24,-2,-15,-34,-18,2020-11-12 21:46:47.877
2,-1,0,-21,-2,-11,-37,-16,2020-11-12 21:46:47.884
50,19,5,-11,-5,16,26,72,2020-11-12 21:46:47.891
50,19,5,-11,-5,16,26,72,2020-11-12 21:46:47.896
-8,-8,-7,2,-10,-54,-27,29,2020-11-12 21:46:47.904
-8,-8,-7,2,-10,-54,-27,29,2020-11-12 21:46:47.911
5,4,1,7,4,-1,9,45,2020-11-12 21:46:47.918
-14,-15,-17,13,25,-17,32,22,2020-11-12 21:46:47.925
-14,-15,-17,13,25,-17,32,22,2020-11-12 21:46:47.933
12,5,-1,-13,-51,24,12,39,2020-11-12 21:46:47.939
0,-2,4,21,10,-30,66,-4,2020-11-12 21:46:47.946
0,-2,4,21,10,-30,66,-4,2020-11-12 21:46:47.953
-4,-4,-3,-7,-22,-87,41,20,2020-11-12 21:46:47.961
10,10,5,7,2,115,-12,-2,2020-11-12 21:46:47.968
-1,-1,-12,-5,-2,-58,1,-11,2020-11-12 21:46:47.974
-1,-1,-12,-5,-2,-58,1,-11,2020-11-12 21:46:47.979
-4,-3,-17,-34,-7,-18,-54,-14,2020-11-12 21:46:47.986
-4,-3,-17,-34,-7,-18,-54,-14,2020-11-12 21:46:47.992
-14,0,24,69,38,25,24,-46,2020-11-12 21:46:48.000
-7,-7,-13,-44,4,5,78,-8,2020-11-12 21:46:48.006
-7,-7,-13,-44,4,5,78,-8,2020-11-12 21:46:48.012
-7,-7,-13,-44,4,5,78,-8,2020-11-12 21:46:48.018
-7,-7,-13,-44,4,5,78,-8,2020-11-12 21:46:48.025
-10,-2,9,11,-2,9,-5,4,2020-11-12 21:46:48.031
5,-5,-11,-19,2,14,37,12,2020-11-12 21:46:48.038
8,18,22,5,-16,-10,-50,-13,2020-11-12 21:46:48.045
8,18,22,5,-16,-10,-50,-13,2020-11-12 21:46:48.053
4,-11,-14,2,23,26,50,22,2020-11-12 21:46:48.059
-8,7,-39,-26,1,-46,24,-21,2020-11-12 21:46:48.066
-8,7,-39,-26,1,-46,24,-21,2020-11-12 21:46:48.079
1,-9,-3,22,-7,-21,53,0,2020-11-12 21:46:48.085
1,-9,-3,22,-7,-21,53,0,2020-11-12 21:46:48.091
1,-12,-25,-83,-22,-43,16,3,2020-11-12 21:46:48.096
4,26,44,83,12,-37,-52,-14,2020-11-12 21:46:48.104
4,26,44,83,12,-37,-52,-14,2020-11-12 21:46:48.109
4,26,44,83,12,-37,-52,-14,2020-11-12 21:46:48.115
8,8,-31,-10,-6,53,-87,-9,2020-11-12 21:46:48.122
-1,-33,-2,12,14,1,-11,1,2020-11-12 21:46:48.127
-1,-33,-2,12,14,1,-11,1,2020-11-12 21:46:48.134
1,0,-13,-14,2,41,-60,-20,2020-11-12 21:46:48.140
1,0,-13,-14,2,41,-60,-20,2020-11-12 21:46:48.145
1,0,-13,-14,2,41,-60,-20,2020-11-12 21:46:48.152
3,-5,-15,-14,-3,32,-3,10,2020-11-12 21:46:48.157
-7,-10,-1,-22,-25,-29,34,30,2020-11-12 21:46:48.163
-7,-10,-1,-22,-25,-29,34,30,2020-11-12 21:46:48.169
-7,-10,-1,-22,-25,-29,34,30,2020-11-12 21:46:48.175
-60,-21,0,7,7,-17,36,-95,2020-11-12 21:46:48.180
-10,-5,-1,-18,2,20,41,-65,2020-11-12 21:46:48.187
-10,-5,-1,-18,2,20,41,-65,2020-11-12 21:46:48.192
-10,-5,-1,-18,2,20,41,-65,2020-11-12 21:46:48.198
-9,2,2,20,13,21,-25,-19,2020-11-12 21:46:48.205
-9,2,2,20,13,21,-25,-19,2020-11-12 21:46:48.210
0,2,-12,-44,-30,-18,-6,16,2020-11-12 21:46:48.217
10,-8,-29,-56,8,-19,-43,24,2020-11-12 21:46:48.223
10,-8,-29,-56,8,-19,-43,24,2020-11-12 21:46:48.229
10,-8,-29,-56,8,-19,-43,24,2020-11-12 21:46:48.236
24,3,53,62,58,-36,-85,18,2020-11-12 21:46:48.241
28,51,-56,-32,19,-14,16,-3,2020-11-12 21:46:48.247
28,51,-56,-32,19,-14,16,-3,2020-11-12 21:46:48.253
23,21,25,23,-66,73,52,10,2020-11-12 21:46:48.259
-25,-10,-8,11,-27,-25,-93,-26,2020-11-12 21:46:48.265
-25,-10,-8,11,-27,-25,-93,-26,2020-11-12 21:46:48.271
-5,6,-2,34,26,66,89,-2,2020-11-12 21:46:48.287
-2,-12,15,-16,-26,18,-44,-6,2020-11-12 21:46:48.293
-4,-26,9,-13,-10,-39,-57,-18,2020-11-12 21:46:48.299
-7,-13,1,4,12,-21,-65,-27,2020-11-12 21:46:48.306
-7,-13,1,4,12,-21,-65,-27,2020-11-12 21:46:48.312
-7,-13,1,4,12,-21,-65,-27,2020-11-12 21:46:48.319
13,7,26,29,27,47,-16,31,2020-11-12 21:46:48.325
13,7,26,29,27,47,-16,31,2020-11-12 21:46:48.331
8,-1,-20,-16,-19,-6,-21,-35,2020-11-12 21:46:48.338
21,16,32,18,11,4,63,-29,2020-11-12 21:46:48.344
21,16,32,18,11,4,63,-29,2020-11-12 21:46:48.350
21,16,32,18,11,4,63,-29,2020-11-12 21:46:48.356
67,37,4,-5,-1,-69,-96,66,2020-11-12 21:46:48.361
20,5,10,16,25,22,38,79,2020-11-12 21:46:48.367
20,5,10,16,25,22,38,79,2020-11-12 21:46:48.373
-12,-4,4,1,-23,-15,11,-12,2020-11-12 21:46:48.379
-12,-4,4,1,-23,-15,11,-12,2020-11-12 21:46:48.386
-12,-4,4,1,-23,-15,11,-12,2020-11-12 21:46:48.391
-15,-8,2,50,19,4,-40,-38,2020-11-12 21:46:48.397
-10,-18,-24,-53,-18,36,33,-4,2020-11-12 21:46:48.404
-10,-18,-24,-53,-18,36,33,-4,2020-11-12 21:46:48.409
-4,-1,-9,-35,23,0,20,12,2020-11-12 21:46:48.415
-4,-1,-9,-35,23,0,20,12,2020-11-12 21:46:48.423
5,5,3,-28,-3,26,24,13,2020-11-12 21:46:48.428
5,5,3,-28,-3,26,24,13,2020-11-12 21:46:48.435
-15,-14,-3,-21,-38,5,6,-16,2020-11-12 21:46:48.440
-15,-14,-3,-21,-38,5,6,-16,2020-11-12 21:46:48.446
-15,-14,-3,-21,-38,5,6,-16,2020-11-12 21:46:48.453
12,17,13,18,6,28,13,5,2020-11-12 21:46:48.458
-10,-2,-8,-33,-4,-15,15,3,2020-11-12 21:46:48.464
-10,-2,-8,-33,-4,-15,15,3,2020-11-12 21:46:48.471
-3,1,-13,-14,13,0,-16,-8,2020-11-12 21:46:48.486
-2,4,16,22,-10,-12,15,3,2020-11-12 21:46:48.491
-2,4,16,22,-10,-12,15,3,2020-11-12 21:46:48.496
-2,4,16,22,-10,-12,15,3,2020-11-12 21:46:48.503
-5,-2,4,37,14,0,38,-14,2020-11-12 21:46:48.509
-8,4,1,14,-7,0,21,20,2020-11-12 21:46:48.514
10,7,-12,-18,28,-64,6,-15,2020-11-12 21:46:48.520
26,5,2,12,9,4,-13,24,2020-11-12 21:46:48.526
26,5,2,12,9,4,-13,24,2020-11-12 21:46:48.532
2,5,-4,2,0,-5,-16,28,2020-11-12 21:46:48.539
-5,-9,12,3,5,0,47,25,2020-11-12 21:46:48.544
-5,-9,12,3,5,0,47,25,2020-11-12 21:46:48.551
-5,-9,12,3,5,0,47,25,2020-11-12 21:46:48.557
-12,-17,2,21,10,1,-35,-18,2020-11-12 21:46:48.563
-12,-17,2,21,10,1,-35,-18,2020-11-12 21:46:48.569
-7,-12,20,-1,1,-8,-28,-30,2020-11-12 21:46:48.576
-13,-3,-12,-6,-26,-2,-8,-24,2020-11-12 21:46:48.582
-13,-3,-12,-6,-26,-2,-8,-24,2020-11-12 21:46:48.588
-13,-3,-12,-6,-26,-2,-8,-24,2020-11-12 21:46:48.594
-7,-11,-17,-13,-8,-2,45,-18,2020-11-12 21:46:48.600
24,13,2,5,13,-2,-3,37,2020-11-12 21:46:48.606
24,13,2,5,13,-2,-3,37,2020-11-12 21:46:48.612
24,13,2,5,13,-2,-3,37,2020-11-12 21:46:48.618
-5,-7,-9,10,-42,-16,-18,4,2020-11-12 21:46:48.624
-5,-7,-9,10,-42,-16,-18,4,2020-11-12 21:46:48.630
3,1,3,1,-19,10,-7,-7,2020-11-12 21:46:48.636
-13,-19,39,25,32,30,6,-12,2020-11-12 21:46:48.642
-13,-19,39,25,32,30,6,-12,2020-11-12 21:46:48.647
-13,-19,39,25,32,30,6,-12,2020-11-12 21:46:48.654
-13,-19,39,25,32,30,6,-12,2020-11-12 21:46:48.659
-13,-19,39,25,32,30,6,-12,2020-11-12 21:46:48.665
-1,9,-7,-35,4,-1,26,7,2020-11-12 21:46:48.673
-1,9,-7,-35,4,-1,26,7,2020-11-12 21:46:48.687
-8,-4,-14,-4,6,6,35,-15,2020-11-12 21:46:48.693
4,6,-18,0,0,-13,-40,-19,2020-11-12 21:46:48.698
3,-31,-19,-8,-5,-6,25,49,2020-11-12 21:46:48.705
3,-31,-19,-8,-5,-6,25,49,2020-11-12 21:46:48.710
3,-31,-19,-8,-5,-6,25,49,2020-11-12 21:46:48.716
-3,3,8,34,7,10,-14,3,2020-11-12 21:46:48.723
10,20,-8,10,6,-3,16,2,2020-11-12 21:46:48.729
10,20,-8,10,6,-3,16,2,2020-11-12 21:46:48.735
8,-22,68,34,13,-1,-17,13,2020-11-12 21:46:48.741
-14,-21,-3,-25,-10,-9,-9,-4,2020-11-12 21:46:48.747
-14,32,38,-15,-14,-6,-29,-82,2020-11-12 21:46:48.753
-14,32,38,-15,-14,-6,-29,-82,2020-11-12 21:46:48.759
8,18,-24,8,32,-6,-39,-18,2020-11-12 21:46:48.765
8,18,-24,8,32,-6,-39,-18,2020-11-12 21:46:48.771
-22,-19,-35,-13,-2,-5,-9,-9,2020-11-12 21:46:48.777
-22,-19,-35,-13,-2,-5,-9,-9,2020-11-12 21:46:48.783
6,7,20,-1,7,-11,-17,-9,2020-11-12 21:46:48.789
6,7,20,-1,7,-11,-17,-9,2020-11-12 21:46:48.795
-5,-13,-19,0,4,7,45,10,2020-11-12 21:46:48.801
17,15,10,7,-18,7,-1,-43,2020-11-12 21:46:48.807
17,15,10,7,-18,7,-1,-43,2020-11-12 21:46:48.813
17,15,10,7,-18,7,-1,-43,2020-11-12 21:46:48.819
6,5,-9,-8,-12,8,-27,55,2020-11-12 21:46:48.825
-8,-6,-9,4,20,12,71,26,2020-11-12 21:46:48.831
-4,1,-10,-4,-32,0,6,-24,2020-11-12 21:46:48.837
4,3,3,-7,-13,-28,-80,-13,2020-11-12 21:46:48.843
4,3,3,-7,-13,-28,-80,-13,2020-11-12 21:46:48.849
4,3,3,-7,-13,-28,-80,-13,2020-11-12 21:46:48.855
15,7,3,6,28,22,16,36,2020-11-12 21:46:48.861
-11,-4,-6,-11,-64,5,102,32,2020-11-12 21:46:48.867
-11,-4,-6,-11,-64,5,102,32,2020-11-12 21:46:48.873
-11,-4,-6,-11,-64,5,102,32,2020-11-12 21:46:48.888
0,6,3,14,38,-10,-71,-43,2020-11-12 21:46:48.893
0,6,3,14,38,-10,-71,-43,2020-11-12 21:46:48.899
-11,-18,8,-2,0,-7,-51,3,2020-11-12 21:46:48.906
-11,-18,8,-2,0,-7,-51,3,2020-11-12 21:46:48.912
-11,-18,8,-2,0,-7,-51,3,2020-11-12 21:46:48.918
