Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
-10,-2,-1,1,0,0,-1,-5,2020-10-21 18:07:14.020
4,2,0,1,-2,-1,-1,1,2020-10-21 18:07:14.037
-4,0,1,-1,0,-2,0,-1,2020-10-21 18:07:14.054
-4,-2,-1,-3,0,0,-1,0,2020-10-21 18:07:14.070
8,0,-1,-2,-3,-2,0,0,2020-10-21 18:07:14.087
-2,-3,-1,0,-1,0,-1,3,2020-10-21 18:07:14.104
2,-1,-2,-5,-3,0,-2,1,2020-10-21 18:07:14.120
-6,-2,0,0,-1,-1,-2,-2,2020-10-21 18:07:14.137
2,0,1,0,1,0,0,0,2020-10-21 18:07:14.154
1,-2,0,0,1,1,0,-3,2020-10-21 18:07:14.171
1,0,-3,-1,-3,-2,-1,-2,2020-10-21 18:07:14.187
1,0,-1,-1,0,-1,-2,-3,2020-10-21 18:07:14.204
3,1,0,0,0,-2,1,0,2020-10-21 18:07:14.221
5,-2,-1,-2,0,-1,0,1,2020-10-21 18:07:14.238
-11,-4,1,2,2,0,1,0,2020-10-21 18:07:14.253
4,-2,-1,0,0,-1,0,0,2020-10-21 18:07:14.270
0,-1,-2,-1,-1,-3,-2,0,2020-10-21 18:07:14.286
-2,0,0,-2,-2,1,3,-2,2020-10-21 18:07:14.303
-1,1,-1,0,-2,-1,-1,-1,2020-10-21 18:07:14.320
5,-1,0,0,0,-2,-2,0,2020-10-21 18:07:14.337
5,0,0,0,-1,0,1,-5,2020-10-21 18:07:14.354
-4,-4,-2,-1,-1,0,1,-1,2020-10-21 18:07:14.370
-11,-3,0,0,-2,-1,-1,1,2020-10-21 18:07:14.387
0,-1,-1,0,-2,-1,-1,1,2020-10-21 18:07:14.404
1,1,1,-1,0,-1,-2,-2,2020-10-21 18:07:14.421
1,0,0,1,0,-2,-1,2,2020-10-21 18:07:14.437
4,0,-1,0,-2,-1,-2,-3,2020-10-21 18:07:14.454
-13,-4,-4,-1,-2,-1,0,1,2020-10-21 18:07:14.470
-4,2,-3,0,-1,-1,-1,-4,2020-10-21 18:07:14.487
4,0,0,0,1,0,1,2,2020-10-21 18:07:14.504
-1,-1,0,1,-1,0,0,1,2020-10-21 18:07:14.521
-2,4,0,-3,-1,0,-2,-1,2020-10-21 18:07:14.538
0,1,0,0,-1,-1,-1,-2,2020-10-21 18:07:14.554
4,-1,-2,-2,-3,0,-3,0,2020-10-21 18:07:14.571
3,-1,0,0,1,0,1,-1,2020-10-21 18:07:14.587
-10,-6,-1,0,-2,-3,-2,1,2020-10-21 18:07:14.605
-3,-1,1,-1,-1,-1,1,0,2020-10-21 18:07:14.622
4,1,-1,-1,-1,1,1,2,2020-10-21 18:07:14.638
2,-1,-1,-2,0,0,-1,2,2020-10-21 18:07:14.654
-1,-1,1,-2,0,0,2,-1,2020-10-21 18:07:14.671
0,-1,-4,-1,0,0,-1,0,2020-10-21 18:07:14.687
-4,2,0,0,-1,0,0,-3,2020-10-21 18:07:14.705
5,-1,1,-2,-1,0,0,1,2020-10-21 18:07:14.721
1,1,-1,-1,0,-1,-1,-2,2020-10-21 18:07:14.738
0,3,-1,0,0,-2,0,2,2020-10-21 18:07:14.755
0,-2,0,-2,-1,-1,1,-3,2020-10-21 18:07:14.771
-2,-1,0,-1,-2,-1,-1,-1,2020-10-21 18:07:14.787
2,-2,-2,3,0,0,-2,0,2020-10-21 18:07:14.804
-8,-5,0,-1,-1,-2,-2,-2,2020-10-21 18:07:14.821
5,0,0,-1,-2,-1,1,1,2020-10-21 18:07:14.837
-3,-3,0,-2,0,0,1,-2,2020-10-21 18:07:14.855
-4,-1,0,0,-1,-1,1,1,2020-10-21 18:07:14.872
-2,-2,0,4,1,-1,0,-3,2020-10-21 18:07:14.888
2,-2,-2,-1,0,-1,-2,0,2020-10-21 18:07:14.905
1,2,1,0,1,0,-1,-1,2020-10-21 18:07:14.922
-4,-3,-1,-1,-2,-2,-1,-1,2020-10-21 18:07:14.937
1,1,0,-3,-4,-1,-2,0,2020-10-21 18:07:14.954
1,-2,-1,0,0,-1,-1,2,2020-10-21 18:07:14.971
5,1,-1,0,-1,-3,0,2,2020-10-21 18:07:14.987
-5,0,-1,0,-2,0,-2,-2,2020-10-21 18:07:15.004
4,-4,-2,-1,-1,-1,-1,-2,2020-10-21 18:07:15.021
-2,2,-2,-3,-1,1,2,-2,2020-10-21 18:07:15.038
-4,-3,-1,0,0,0,-2,-1,2020-10-21 18:07:15.055
7,3,0,1,0,-1,0,0,2020-10-21 18:07:15.071
11,-1,-2,-1,-1,-1,0,0,2020-10-21 18:07:15.087
11,-1,-2,-1,-1,-1,0,2,2020-10-21 18:07:15.105
-1,0,0,-1,-2,1,-1,-1,2020-10-21 18:07:15.121
-2,1,0,1,-1,-1,-1,-2,2020-10-21 18:07:15.138
-15,-1,-1,2,0,-2,-2,0,2020-10-21 18:07:15.155
2,-1,-2,-3,0,-1,1,-1,2020-10-21 18:07:15.172
-3,-2,1,2,0,0,0,1,2020-10-21 18:07:15.188
1,-2,-2,1,0,-1,-1,-1,2020-10-21 18:07:15.205
5,-1,-2,-1,-2,-1,0,-1,2020-10-21 18:07:15.222
-3,-1,-1,-1,1,0,-1,1,2020-10-21 18:07:15.238
6,-1,0,-2,-2,-1,0,-2,2020-10-21 18:07:15.255
-2,-1,-1,-1,0,0,0,0,2020-10-21 18:07:15.272
1,1,-1,-2,-2,-1,-1,-2,2020-10-21 18:07:15.289
-1,4,0,-1,1,-1,-2,2,2020-10-21 18:07:15.305
-3,-2,0,1,-1,-1,-1,-1,2020-10-21 18:07:15.322
0,-2,0,-1,-1,-1,0,-1,2020-10-21 18:07:15.339
-1,-2,0,-1,-1,-1,0,-2,2020-10-21 18:07:15.356
-7,0,0,0,0,-1,-1,-2,2020-10-21 18:07:15.371
-2,-1,-1,0,0,-1,0,0,2020-10-21 18:07:15.389
-10,-3,-2,-1,0,-2,-3,-2,2020-10-21 18:07:15.405
3,-1,0,-1,1,0,0,0,2020-10-21 18:07:15.421
-5,-1,0,-1,0,-1,-1,0,2020-10-21 18:07:15.438
2,5,-1,-1,-2,1,0,-5,2020-10-21 18:07:15.455
-2,-1,-2,-2,-3,-2,0,2,2020-10-21 18:07:15.471
3,0,-2,-3,-2,0,-1,2,2020-10-21 18:07:15.488
2,-1,-1,0,-2,0,-1,-1,2020-10-21 18:07:15.504
3,2,-2,1,0,0,-2,0,2020-10-21 18:07:15.522
0,3,-2,1,0,-1,0,0,2020-10-21 18:07:15.538
-6,-2,-1,1,0,-3,4,1,2020-10-21 18:07:15.555
0,-1,0,0,0,-2,-4,-1,2020-10-21 18:07:15.572
-2,0,-1,-1,-1,-1,-1,-1,2020-10-21 18:07:15.589
6,1,0,-3,-4,0,0,-2,2020-10-21 18:07:15.605
-3,-1,0,-1,-1,-3,-1,-4,2020-10-21 18:07:15.622
3,-1,-2,-2,1,1,-1,0,2020-10-21 18:07:15.639
3,-1,-2,-2,1,1,-1,-2,2020-10-21 18:07:15.655
2,-1,-1,0,-1,0,0,0,2020-10-21 18:07:15.672
-2,-2,0,1,1,0,0,1,2020-10-21 18:07:15.689
-1,-1,-1,2,-1,-1,-1,-2,2020-10-21 18:07:15.705
1,-1,-1,0,2,-1,-2,0,2020-10-21 18:07:15.723
-3,-2,-2,-1,-1,0,-3,2,2020-10-21 18:07:15.739
1,4,0,-1,-1,-3,0,1,2020-10-21 18:07:15.756
-3,-3,-1,-1,-2,-1,-1,0,2020-10-21 18:07:15.773
0,-1,0,-3,-3,0,-1,0,2020-10-21 18:07:15.788
-6,1,0,-2,1,-1,0,0,2020-10-21 18:07:15.805
0,-1,-1,0,-2,-3,1,1,2020-10-21 18:07:15.822
1,0,-2,0,-1,-2,0,-1,2020-10-21 18:07:15.839
3,2,-3,-1,-2,-1,-2,-1,2020-10-21 18:07:15.855
2,-2,-1,0,-1,1,-2,2,2020-10-21 18:07:15.872
7,-1,0,0,0,1,1,-2,2020-10-21 18:07:15.889
0,0,1,1,-1,-1,-1,2,2020-10-21 18:07:15.905
3,-3,0,-2,-1,-1,-2,2,2020-10-21 18:07:15.922
3,-3,-2,-2,-2,-1,-1,-2,2020-10-21 18:07:15.939
9,-3,-2,-1,-3,-2,1,-3,2020-10-21 18:07:15.956
-1,-2,-1,-2,-3,-1,-1,1,2020-10-21 18:07:15.973
-3,-1,0,0,1,1,1,-2,2020-10-21 18:07:15.989
-3,0,0,1,-1,-1,0,-2,2020-10-21 18:07:16.005
1,0,0,-1,0,-1,0,-3,2020-10-21 18:07:16.023
1,0,0,-1,0,-1,0,0,2020-10-21 18:07:16.039
-5,-1,-1,0,0,-1,-1,0,2020-10-21 18:07:16.056
1,3,0,1,0,-1,-3,-2,2020-10-21 18:07:16.073
3,0,-1,-2,1,0,-1,-4,2020-10-21 18:07:16.089
-6,-3,-1,0,-3,-1,-3,2,2020-10-21 18:07:16.106
-1,-1,0,-2,-2,0,-2,2,2020-10-21 18:07:16.123
-4,1,-1,1,-1,-1,-2,0,2020-10-21 18:07:16.140
1,0,-1,-1,-2,0,-1,1,2020-10-21 18:07:16.156
-4,-2,-1,-2,0,2,0,-1,2020-10-21 18:07:16.172
-9,-4,-2,0,-2,-1,0,-2,2020-10-21 18:07:16.189
3,-2,-2,-2,-1,0,-1,0,2020-10-21 18:07:16.205
6,1,-1,0,-1,-1,1,-2,2020-10-21 18:07:16.222
0,-3,0,0,0,0,2,-1,2020-10-21 18:07:16.239
-3,-2,1,0,-2,-2,2,0,2020-10-21 18:07:16.256
-1,-2,-1,-2,-1,-1,1,0,2020-10-21 18:07:16.273
-5,0,-1,-3,-1,0,-1,2,2020-10-21 18:07:16.289
-3,-2,-2,0,0,-2,-2,2,2020-10-21 18:07:16.305
-1,2,0,-1,-1,0,-1,-2,2020-10-21 18:07:16.323
-1,-1,-1,0,-1,-1,0,1,2020-10-21 18:07:16.339
-2,-2,-1,0,-1,-1,0,1,2020-10-21 18:07:16.356
8,-3,0,-1,-3,0,-1,-1,2020-10-21 18:07:16.373
-2,-1,-1,-1,-1,0,0,-1,2020-10-21 18:07:16.390
0,1,0,-2,-1,-1,-1,-1,2020-10-21 18:07:16.406
0,1,0,-2,-1,-1,-1,0,2020-10-21 18:07:16.423
-6,0,0,-3,-1,0,-1,-1,2020-10-21 18:07:16.440
4,-1,-1,1,0,-1,-1,-4,2020-10-21 18:07:16.457
-1,-1,1,1,1,0,0,0,2020-10-21 18:07:16.473
2,1,3,0,-1,-1,0,-1,2020-10-21 18:07:16.490
-2,-2,-1,-1,-1,0,-1,-1,2020-10-21 18:07:16.506
5,-1,-2,-1,-1,-1,0,0,2020-10-21 18:07:16.523
0,-2,-2,-1,-1,-1,0,0,2020-10-21 18:07:16.540
1,-2,0,1,-1,0,-1,-1,2020-10-21 18:07:16.556
-8,-3,0,-2,0,-1,-1,-8,2020-10-21 18:07:16.573
-1,-3,-1,0,-1,-1,1,3,2020-10-21 18:07:16.589
-2,0,0,-5,-2,-1,-1,1,2020-10-21 18:07:16.606
-4,-3,0,-1,1,0,-1,0,2020-10-21 18:07:16.623
3,1,0,-3,-2,-2,0,-2,2020-10-21 18:07:16.640
2,0,-1,-1,-1,-2,0,4,2020-10-21 18:07:16.656
-4,2,0,0,-1,0,-1,2,2020-10-21 18:07:16.673
-13,-5,-2,1,0,-1,-2,-2,2020-10-21 18:07:16.690
12,2,-2,0,0,-1,-2,0,2020-10-21 18:07:16.706
2,0,-1,-1,-2,0,-1,0,2020-10-21 18:07:16.723
-2,-1,0,2,1,1,0,-1,2020-10-21 18:07:16.740
-5,-1,-2,0,-1,0,0,0,2020-10-21 18:07:16.757
8,0,-1,1,0,-1,0,0,2020-10-21 18:07:16.773
-2,-1,0,0,-1,-1,-1,-3,2020-10-21 18:07:16.790
1,5,1,0,-2,-2,-1,-6,2020-10-21 18:07:16.807
3,2,0,2,0,0,0,-1,2020-10-21 18:07:16.824
1,0,0,0,0,-1,2,1,2020-10-21 18:07:16.840
2,-1,1,-1,-4,-3,-1,-2,2020-10-21 18:07:16.857
3,0,0,-1,-1,1,0,0,2020-10-21 18:07:16.873
0,-2,-3,-3,0,-2,-1,-2,2020-10-21 18:07:16.890
-5,-2,-1,-1,0,-2,-2,2,2020-10-21 18:07:16.906
-6,-2,-2,-2,-2,-1,-2,-2,2020-10-21 18:07:16.923
1,4,-2,-1,1,-1,-2,0,2020-10-21 18:07:16.940
2,0,-1,0,0,-1,1,-1,2020-10-21 18:07:16.957
-7,2,1,0,-1,-1,-1,-2,2020-10-21 18:07:16.974
0,-2,-1,1,0,1,0,2,2020-10-21 18:07:16.990
-3,1,-1,0,-1,-3,0,0,2020-10-21 18:07:17.007
2,-1,0,-1,0,1,1,0,2020-10-21 18:07:17.024
1,-3,-2,0,1,0,-1,-2,2020-10-21 18:07:17.041
0,0,-3,0,-1,0,0,-2,2020-10-21 18:07:17.057
-6,-1,-1,0,-1,-1,-1,1,2020-10-21 18:07:17.074
-2,-1,-2,-1,-1,0,-1,-3,2020-10-21 18:07:17.091
6,0,-2,0,-1,-1,1,2,2020-10-21 18:07:17.107
5,1,-2,-2,-1,-1,-3,-1,2020-10-21 18:07:17.124
0,-2,-1,-1,-1,-1,0,-1,2020-10-21 18:07:17.141
-2,-3,0,1,0,0,-2,0,2020-10-21 18:07:17.157
-3,-3,1,0,-1,0,-1,-1,2020-10-21 18:07:17.173
-2,3,2,-1,0,1,0,-2,2020-10-21 18:07:17.190
-6,-2,0,-1,-1,-1,-1,0,2020-10-21 18:07:17.206
7,0,-1,1,0,-1,-2,-1,2020-10-21 18:07:17.223
10,1,-1,-1,-2,-2,-3,0,2020-10-21 18:07:17.240
10,1,-1,-1,-2,-2,-3,-2,2020-10-21 18:07:17.257
-1,0,-2,-1,-1,-2,2,0,2020-10-21 18:07:17.274
-3,-1,-2,-1,-1,1,-1,0,2020-10-21 18:07:17.291
1,0,-2,-1,-1,0,-1,-1,2020-10-21 18:07:17.307
0,-1,0,1,0,-2,-1,-3,2020-10-21 18:07:17.324
-2,-1,0,0,0,-2,0,-2,2020-10-21 18:07:17.341
0,0,0,-2,-2,-2,0,-1,2020-10-21 18:07:17.358
0,1,0,-1,-2,-1,-1,-3,2020-10-21 18:07:17.374
0,-1,-1,-3,-1,-1,1,1,2020-10-21 18:07:17.391
-1,-1,0,0,-1,0,0,-2,2020-10-21 18:07:17.407
-2,-1,-1,0,0,0,-1,-4,2020-10-21 18:07:17.424
-6,-4,0,0,0,-1,-1,-1,2020-10-21 18:07:17.441
-1,-1,1,-4,-2,-2,-1,0,2020-10-21 18:07:17.458
2,-1,-3,1,0,0,-1,3,2020-10-21 18:07:17.474
-4,-1,-1,-1,1,0,-1,0,2020-10-21 18:07:17.491
0,-1,-1,0,1,0,0,-3,2020-10-21 18:07:17.508
-4,-1,0,0,1,-1,-2,1,2020-10-21 18:07:17.525
-4,-1,-1,0,-2,-1,-2,-1,2020-10-21 18:07:17.540
0,2,-2,-2,-1,-2,0,0,2020-10-21 18:07:17.557
0,0,1,-1,-2,0,-1,-2,2020-10-21 18:07:17.574
-1,-1,-2,0,0,0,2,-2,2020-10-21 18:07:17.590
1,0,-1,0,-1,0,0,-1,2020-10-21 18:07:17.607
-7,0,0,1,1,-1,-1,2,2020-10-21 18:07:17.624
-1,-1,0,0,-1,-2,0,1,2020-10-21 18:07:17.641
0,0,-1,-2,0,-1,-2,-2,2020-10-21 18:07:17.657
3,3,-2,-1,-1,0,-1,-1,2020-10-21 18:07:17.674
-6,-3,1,-1,0,1,0,-1,2020-10-21 18:07:17.691
-6,-3,1,-1,0,1,0,-2,2020-10-21 18:07:17.707
0,0,0,-1,-2,-1,0,-2,2020-10-21 18:07:17.725
2,1,0,-1,0,1,1,1,2020-10-21 18:07:17.741
2,1,-2,-1,-1,0,0,1,2020-10-21 18:07:17.758
-1,-2,0,1,-1,0,-2,-2,2020-10-21 18:07:17.775
3,-1,1,0,2,1,-1,-1,2020-10-21 18:07:17.791
-3,-1,-1,-1,-1,-1,-1,-1,2020-10-21 18:07:17.808
-1,-1,-1,0,-1,-1,-1,-1,2020-10-21 18:07:17.825
-2,-1,-1,-1,-2,0,-1,-1,2020-10-21 18:07:17.841
1,0,-1,-1,0,-1,1,0,2020-10-21 18:07:17.858
-1,-1,-1,2,-1,-2,-1,-2,2020-10-21 18:07:17.875
-2,-1,0,-1,0,-1,-3,0,2020-10-21 18:07:17.892
-2,-3,-1,0,-1,-1,0,1,2020-10-21 18:07:17.908
-2,0,0,-1,-1,-1,0,1,2020-10-21 18:07:17.924
-1,-4,-1,-1,-1,-1,0,-1,2020-10-21 18:07:17.941
2,-1,0,0,0,-1,-1,-1,2020-10-21 18:07:17.958
5,-2,-2,-1,-1,-1,1,-3,2020-10-21 18:07:17.974
0,2,-1,-1,-1,0,-1,0,2020-10-21 18:07:17.991
0,0,0,-1,-1,0,1,-1,2020-10-21 18:07:18.007
-3,-1,-1,-1,0,0,-3,0,2020-10-21 18:07:18.025
0,0,-1,-1,0,-3,-1,-3,2020-10-21 18:07:18.042
-4,-1,-1,0,-2,-1,-1,0,2020-10-21 18:07:18.058
-2,-2,-1,-1,0,-1,-2,0,2020-10-21 18:07:18.075
-3,0,0,0,-1,0,0,0,2020-10-21 18:07:18.092
-1,-1,-1,0,0,0,-2,-1,2020-10-21 18:07:18.108
-3,0,0,-1,0,0,-2,-3,2020-10-21 18:07:18.125
-2,-1,1,-1,0,0,0,0,2020-10-21 18:07:18.142
-2,0,-3,0,0,-1,-1,0,2020-10-21 18:07:18.159
2,-2,1,0,-2,0,1,3,2020-10-21 18:07:18.174
-1,-1,1,1,0,-1,1,-2,2020-10-21 18:07:18.191
-1,-1,-2,-2,-2,-2,-1,-5,2020-10-21 18:07:18.208
1,-1,-1,0,-3,-2,0,-1,2020-10-21 18:07:18.225
-7,3,1,0,1,-1,0,0,2020-10-21 18:07:18.242
5,-1,-2,-1,0,-1,1,0,2020-10-21 18:07:18.258
-3,-2,0,1,-1,2,-2,2,2020-10-21 18:07:18.275
-1,-1,-2,-6,-2,-1,-1,0,2020-10-21 18:07:18.292
-1,1,0,-1,0,-1,-2,0,2020-10-21 18:07:18.308
-26,-1,-1,-2,-2,0,0,-1,2020-10-21 18:07:18.325
6,1,-1,-1,0,0,0,0,2020-10-21 18:07:18.342
2,0,-2,0,-1,-1,0,-1,2020-10-21 18:07:18.359
-1,-3,1,-1,0,0,1,1,2020-10-21 18:07:18.376
1,1,0,1,1,0,-1,-2,2020-10-21 18:07:18.392
-2,-2,-1,-1,-1,-2,0,-2,2020-10-21 18:07:18.409
4,0,-1,0,-1,0,-1,-1,2020-10-21 18:07:18.425
2,0,0,-2,-2,-2,0,0,2020-10-21 18:07:18.441
2,1,-2,-1,-3,1,-3,-4,2020-10-21 18:07:18.458
-7,-2,-1,-2,-1,-1,-2,0,2020-10-21 18:07:18.475
1,-1,-1,-1,-2,-1,-1,-1,2020-10-21 18:07:18.492
-2,-4,-2,1,-2,0,-1,-1,2020-10-21 18:07:18.508
-2,-4,-2,1,-2,0,-1,-3,2020-10-21 18:07:18.524
-4,-2,-3,-2,-2,-1,0,1,2020-10-21 18:07:18.542
-1,-1,0,-1,2,0,-1,-1,2020-10-21 18:07:18.558
-5,-2,-2,-1,-2,0,-1,-3,2020-10-21 18:07:18.575
-2,-3,0,-1,-4,0,-1,1,2020-10-21 18:07:18.592
-4,-1,-2,-1,-1,-1,-1,1,2020-10-21 18:07:18.609
-1,-1,-1,0,1,0,-3,-1,2020-10-21 18:07:18.625
-6,-4,0,-1,0,-2,0,-1,2020-10-21 18:07:18.642
0,-3,-2,0,0,-2,1,0,2020-10-21 18:07:18.659
0,2,0,0,-1,-2,-2,0,2020-10-21 18:07:18.676
-2,0,-1,0,1,1,-2,1,2020-10-21 18:07:18.692
3,1,0,-1,1,-1,1,-4,2020-10-21 18:07:18.709
3,1,0,-1,1,-1,1,1,2020-10-21 18:07:18.725
-7,0,0,-2,-2,-1,-1,-7,2020-10-21 18:07:18.742
-1,4,-1,0,-1,-1,0,1,2020-10-21 18:07:18.758
